12,22,27.52
3,3,75.34
13,20,49.05
17,17,19.15
0,3,36.5
0,1,22.91
9,22,26.51
19,16,35.33
7,13,50.06
17,17,30.71
12,12,24.71
3,3,88.88
3,3,58.97
8,11,25.05
5,5,34.28
18,12,25.9
9,7,23.54
3,3,51.38
19,10,38.07
3,17,23.56
16,16,31.73
2,2,27.2
15,4,15.62
16,3,82.7
8,8,43.34
19,19,46.91
7,11,29.85
7,11,30.71
10,16,22.08
3,3,38.81
14,14,48.43
2,19,26.09
2,7,23.58
11,11,51.36
7,16,29.1
20,13,21.59
16,10,11.19
12,14,52.87
15,19,34.8
17,18,21.0
15,19,28.57
4,17,18.64
4,4,40.12
16,2,20.42
18,16,28.85
10,6,40.32
3,4,17.92
3,3,25.61
11,11,62.32
2,2,22.9
9,17,21.81
17,7,16.77
21,2,14.48
2,12,34.96
19,15,28.91
12,12,28.83
2,2,26.04
21,21,36.51
20,12,22.71
8,22,19.18
8,2,17.21
6,6,96.89
10,10,45.6
21,5,12.65
10,16,14.91
13,13,69.82
3,5,18.22
21,21,31.81
10,10,40.82
14,1,24.21
17,12,35.58
3,3,46.12
13,9,22.46
10,10,68.69
2,7,20.31
22,4,21.46
8,8,17.24
16,16,63.03
20,12,20.18
20,20,45.56
11,8,24.97
18,18,51.01
18,9,48.56
12,12,17.1
20,20,26.42
21,19,43.49
11,11,74.98
2,7,22.72
4,4,58.4
4,4,40.29
20,13,13.85
11,11,19.33
12,18,17.03
0,5,18.73
8,11,31.93
11,8,21.49
5,5,23.59
3,3,89.45
1,1,51.16
10,10,55.56
6,6,40.29
17,17,37.05
18,11,15.56
9,14,30.8
18,18,30.69
9,17,19.5
3,17,12.72
9,14,21.1
20,2,19.94
13,13,42.59
13,12,26.08
1,13,19.87
13,13,21.26
20,22,27.06
10,10,67.61
11,20,36.94
11,11,52.1
6,6,65.46
15,13,30.75
16,2,27.73
18,18,43.37
12,12,23.52
2,9,18.07
0,19,34.36
12,11,32.67
9,9,46.67
1,13,42.43
21,21,35.38
15,7,12.32
7,12,33.9
13,20,26.87
20,14,38.74
12,14,41.84
12,3,36.67
9,2,19.54
16,7,10.34
15,15,57.44
6,6,96.14
7,17,20.67
20,11,36.4
15,15,15.06
7,7,26.91
3,3,24.41
13,13,21.35
8,17,23.7
4,22,26.13
1,4,37.46
19,19,50.71
0,17,15.21
16,16,30.78
11,5,44.51
18,18,21.35
12,8,39.87
2,12,17.38
5,5,37.57
10,17,23.15
9,14,38.57
5,16,17.5
3,3,59.09
11,17,28.96
11,16,19.02
13,13,34.04
1,1,31.0
17,18,13.36
9,13,29.34
21,21,25.67
12,7,17.49
16,2,28.48
16,5,15.52
8,11,31.3
13,17,15.56
10,8,29.33
0,20,26.61
7,2,22.73
17,22,26.17
2,16,33.2
9,9,47.69
18,22,20.3
16,16,19.28
8,20,27.17
18,8,21.88
22,4,38.35
16,16,28.22
4,4,47.22
0,6,38.7
5,17,16.43
13,13,30.5
9,14,32.74
11,11,64.42
1,1,49.1
20,20,62.32
21,20,23.52
19,2,15.47
20,20,47.46
15,6,40.5
9,9,35.19
14,7,22.1
14,7,28.66
1,1,32.73
3,3,39.73
14,14,51.66
7,13,28.74
12,12,27.01
1,14,34.2
22,17,32.4
22,22,44.28
20,4,67.56
14,1,25.24
3,3,21.78
12,12,34.41
10,15,26.43
11,17,24.33
11,11,51.88
20,20,21.91
15,10,38.39
5,13,35.08
0,6,23.46
1,16,13.46
9,14,38.93
3,19,38.48
21,17,23.14
9,17,21.78
19,10,61.56
22,7,21.46
8,11,49.6
22,17,29.71
18,20,35.6
3,3,79.97
14,14,28.39
18,12,17.97
12,1,37.92
4,10,44.13
21,21,29.2
2,11,55.07
12,12,20.69
21,13,19.23
20,4,45.74
19,19,53.95
17,17,18.34
19,19,55.14
9,7,19.03
16,16,30.39
6,6,87.13
10,10,15.48
17,7,13.87
5,5,32.84
8,16,18.79
14,14,27.16
8,10,18.0
8,8,50.19
21,21,30.17
8,22,28.3
1,1,58.23
12,7,18.17
17,19,21.78
20,18,24.42
5,13,30.19
6,6,53.87
18,18,38.33
7,4,60.77
9,12,25.22
8,16,39.56
17,17,18.6
11,11,44.28
13,13,28.06
20,9,11.79
12,12,26.27
14,14,18.7
4,16,19.62
11,11,41.94
14,14,48.71
22,22,29.29
0,19,41.0
2,2,24.95
0,16,15.4
18,5,14.07
12,16,26.92
22,7,27.51
16,16,39.88
10,19,22.62
8,11,48.02
14,9,31.05
22,6,35.59
5,12,17.34
14,14,65.77
5,22,47.67
14,7,15.3
9,9,44.88
16,10,37.04
6,6,87.26
6,6,76.91
10,6,35.09
0,3,40.94
19,18,12.45
19,2,19.55
13,10,15.25
3,3,75.2
7,11,33.45
1,17,16.89
19,4,41.42
16,11,29.6
19,22,12.19
6,6,93.01
10,10,40.35
19,19,57.32
10,10,31.32
22,22,34.12
12,14,42.79
22,14,15.25
22,5,11.96
14,12,21.34
22,22,41.17
1,5,17.95
21,16,45.39
12,17,28.74
20,14,24.97
2,7,15.91
13,13,52.78
10,10,36.67
6,10,31.55
20,13,66.65
7,7,21.1
8,22,33.36
2,16,39.42
2,7,13.48
13,5,21.5
12,13,71.08
20,2,18.51
8,18,31.79
2,2,24.72
5,20,18.14
3,18,17.29
5,5,40.63
5,22,23.91
7,14,24.47
